group,year,date,venue,organizer,title,author,discussant,session,start,end,link
PRMP,2011,"July 20, 2011",Royal Sonesta Hotel,Susanto Basu; Nicholas Bloom; Chad Syverson,Trade Adjustment and Productivity in Large Crises,"Gita Gopinath, Harvard University and NBER; Brent Neiman, University of Chicago and NBER","Mark Roberts, Pennsylvania State University and NBER",,"JULY 20, 8:30 am","JULY 20, 9:30 am",http://www.nber.org/confer/2011/SI2011/PRMP/Gopinath_Neiman.pdf
PRMP,2011,"July 20, 2011",Royal Sonesta Hotel,Susanto Basu; Nicholas Bloom; Chad Syverson,Estimation of a CES Production Function with Labor Augmenting Productivity,"Devesh Raval, University of Chicago","John Haltiwanger, University of Maryland and NBER",,"JULY 20, 9:45 am","JULY 20, 10:45 am",https://conference.nber.org/conferences/2011/SI2011/PRMP/Raval.pdf
PRMP,2011,"July 20, 2011",Royal Sonesta Hotel,Susanto Basu; Nicholas Bloom; Chad Syverson,Human Capital and Regional Development,"Nicola Gennaioli, CREI; Rafael La Porta, Dartmouth College and NBER; Florencio Lopez-de-Silanes, EDHEC Business School and NBER; Andrei Shleifer, Harvard University and NBER","David Weil, Brown University",,"JULY 20, 11:00 am","JULY 20, 12:00 n",https://conference.nber.org/conferences/2011/SI2011/PRMP/Gennaioli_La_Porta_Lopez-de-Silanes_Shleifer.pdf
PRMP,2011,"July 20, 2011",Royal Sonesta Hotel,Susanto Basu; Nicholas Bloom; Chad Syverson,Productivity Volatility and Misallocation,"John Asker, New York University and NBER; Allan Collard-Wexler, New York University and NBER","John Fernald, Federal Reserve Bank of San Francisco",,"JULY 20, 1:15 pm","JULY 20, 2:15 pm",http://www.nber.org/confer/2011/SI2011/PRMP/Collard-Wexler_Asker_De_Loecker.pdf
PRMP,2011,"July 20, 2011",Royal Sonesta Hotel,Susanto Basu; Nicholas Bloom; Chad Syverson,International Competition and Industrial Evolution: Evidence from the Impact of Chinese Competition on Mexican Maquiladoras,"Hale Utar, University of Colorado at Boulder; Luis B. Torres Ruiz, Banco de Mexico","Peter Schott, Yale University and NBER",,"JULY 20, 2:30 pm","JULY 20, 3:30 pm",http://www.nber.org/confer/2011/SI2011/PRMP/Utar.pdf
PRMP,2011,"July 20, 2011",Royal Sonesta Hotel,Susanto Basu; Nicholas Bloom; Chad Syverson,"Competition, Markups, and the Gains from International Trade","Chris Edmond, University of Melbourne and NBER; Virgiliu Midrigan, New York University and NBER; Daniel Xu, New York University and NBER","Jan De Loecker, Princeton University and NBER",,"JULY 20, 3:45 pm","JULY 20, 4:45 pm",http://www.nber.org/confer/2011/SI2011/PRMP/Edmond_Midrigan_Xu.pdf
RISK,2011,"July 12 - 13, 2011",Royal Sonesta Hotel,Mark Carey; Rene Stulz,A Model of Shadow Banking,"Nicola Gennaioli, Universitat Pompeu Fabra; Andrei Shleifer, Harvard University and NBER; Robert W. Vishny, University of Chicago and NBER","Matthew Richardson, New York University and NBER",,"JULY 12, 8:30 am","JULY 12, 9:20 am",http://www.nber.org/confer/2011/SI2011/Risk/Gennaioli_Shleifer_Vishny.pdf
RISK,2011,"July 12 - 13, 2011",Royal Sonesta Hotel,Mark Carey; Rene Stulz,A Structural Model of Contingent Bank Capital,"George Pennacchi, University of Illinois at Urbana-Champaign","Robert McDonald, Northwestern University and NBER",,"JULY 12, 9:20 am","JULY 12, 10:10 am",http://www.nber.org/confer/2011/SI2011/Risk/Pennacchi.pdf
RISK,2011,"July 12 - 13, 2011",Royal Sonesta Hotel,Mark Carey; Rene Stulz,Network Topology of Variance Decompositions: Measuring the Connectedness of Financial Firms,"Francis X. Diebold, University of Pennsylvania and NBER; Kamil Yilmaz, Koe University","Andrew Lo, Massachusetts Institute of Technology and NBER",,"JULY 12, 10:30 am","JULY 12, 11:20 am",https://conference.nber.org/conferences/2011/SI2011/Risk/Diebold_Yilmaz.pdf
RISK,2011,"July 12 - 13, 2011",Royal Sonesta Hotel,Mark Carey; Rene Stulz,A Pigovian Approach to Liquidity Regulation,"Enrico Perotti, University of Amsterdam; Javier Suarez, CEMFI","Arvind Krishnamurthy, Northwestern University and NBER",,"JULY 12, 11:20 am","JULY 12, 12:10 pm",https://conference.nber.org/conferences/2011/SI2011/Risk/Perotti_Suarez.pdf
RISK,2011,"July 12 - 13, 2011",Royal Sonesta Hotel,Mark Carey; Rene Stulz,Systemic Sovereign Credit Risk: Lessons from the U.S. and Europe,"Andrew Ang, Columbia University and NBER; Francis A. Longstaff, University of California at Los Angeles and NBER","Kenneth J. Singleton, Stanford University and NBER",,"JULY 12, 1:20 pm","JULY 12, 2:10 pm",http://www.nber.org/papers/w16982
RISK,2011,"July 12 - 13, 2011",Royal Sonesta Hotel,Mark Carey; Rene Stulz,Implicit Guarantees and Risk Taking,"Marcin Kacperczyk, New York University and NBER; Philipp Schnabl, New York University","Philip E. Strahan, Boston College and NBER",,"JULY 12, 2:10 pm","JULY 12, 3:00 pm",http://www.nber.org/confer/2011/SI2011/Risk/Kacperczyk_Schnabl.pdf
SAV,2011,"July 23, 2011",Royal Sonesta Hotel,Erik Hurst; James Poterba,"Wealth Shocks, Unemployment Shocks and Consumption in the Wake of the Great Recession","Dimitrios Christelis, University of Salerno; Dimitris Georgarakos, Goethe University Frankfurt; Tullio Jappelli, University of Naples Federico II",,,"JULY 23, 9:00 am","JULY 23, 10:00 am",http://www.nber.org/confer/2011/SI2011/SAV/Christelis_Georgarakos_Jappelli.pdf
SAV,2011,"July 23, 2011",Royal Sonesta Hotel,Erik Hurst; James Poterba,Household Consumption Behaviour in Recessions,"Sule Alan, University of Cambridge; Tom Crossley, University of Cambridge; Hamish Low, University of Cambridge",,,"JULY 23, 10:30 am","JULY 23, 11:30 am",
SAV,2011,"July 23, 2011",Royal Sonesta Hotel,Erik Hurst; James Poterba,The Asset Cost of Poor Health,"James Poterba, Massachusetts Institute of Technology and NBER; Steven Venti, Dartmouth College and NBER; David Wise, Harvard University and NBER",,,"JULY 23, 11:30 am","JULY 23, 12:30 pm",http://www.nber.org/confer/2011/SI2011/SAV/Poterba_Venti_Wise.pdf
SAV,2011,"July 23, 2011",Royal Sonesta Hotel,Erik Hurst; James Poterba,Consumption Contagion: Does the Consumption of the Very Rich Drive the Consumption of the Less Rich?,"Marianne Bertrand, University of Chicago and NBER; Adair Morse, University of Chicago",,,"JULY 23, 1:30 pm","JULY 23, 2:30 pm",
SAV,2011,"July 23, 2011",Royal Sonesta Hotel,Erik Hurst; James Poterba,Credit Supply to Bankrupt Consumers: Evidence from Credit Card Mailings,"Song Han, Federal Reserve Board; Benjamin Keys, Federal Reserve Board; Geng Li, Federal Reserve Board",,,"JULY 23, 2:30 pm","JULY 23, 3:30 pm",http://www.nber.org/confer/2011/SI2011/SAV/Li.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,Simple Variance Swaps,"Ian Martin, Stanford University and NBER","Itamar Drechsler, New York University",,"July 12, 8:30 am","July 12, 9:30 am",http://www.stanford.edu/~iwrm/simple%20variance%20swaps%20latest.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,Parameter Learning in General Equilibrium: The Asset Pricing Implications,"Pierre Collin-Dufresne, Columbia University and NBER; Michael Johannes, Columbia University; Lars Lochstoer, Columiba University","Lars P. Hansen, University of Chicago and NBER",,"July 12, 9:30 am","July 12, 10:30 am",http://www.nber.org/confer/2012/SI2012/AP/Collin-Dufresne_Johannes_Lochstoer.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,Measuring Economic Rents in the Mutual Funds Industry,"Jonathan B. Berk, Stanford University and NBER; Jules H. van Binsbergen, Northwestern University and NBER","Robert Stambaugh, University of Pennsylvania and NBER",,"July 12, 11:00 am","July 12, 12:00 n",Berk_van_Binsbergen.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,The Cost of Capital for Alternative Investments,"Jakub W. Jurek, Princeton University and NBER; Erik Stafford, Harvard University","Andrew Lo, Massachusetts Institute of Technology and NBER",,"July 12, 12:00 n","July 12, 1:00 pm",http://www.nber.org/confer/2012/SI2012/AP/Jurek_Stafford.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,Information Inertia,"Scott Condie, Cornell University; Jayant Ganguli, University of Nottingham; Philipp Illeditsch, University of Pennsylvania","Martin Schneider, Stanford University and NBER",,"July 12, 2:00 pm","July 12, 3:00 pm",http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2084683
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,Are CDS Auctions Biased?,"Songzi Du, Stanford GSB; Haoxiang Zhu, Stanford University","Mikhail Chernov, London School of Economics",,"July 12, 3:30 pm","July 12, 4:30 pm",http://www.nber.org/confer/2012/SI2012/AP/Du_Zhu.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,Endogenous Liquidity and Defaultable Bonds,"Zhiguo He, University of Chicago and NBER; Konstantin Milbradt, Massachusetts Institute of Technology","Richard Green, Carnegie Mellon University and NBER",,"July 13, 8:30 am","July 13, 9:30 am",He_Milbradt.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,"Systematic Risk, Debt Maturity, and the Term Structure of Credit Spreads","Hui Chen, Massachusetts Institute of Technology and NBER; Yu Xu, Massachusetts Institute of Technology; Jun Yang, Bank of Canada","Ilya Strebulaev, Stanford University and NBER",,"July 13, 9:30 am","July 13, 10:30 am",http://www.nber.org/confer/2012/SI2012/AP/Chen_Xu_Yang.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,Have Financial Markets Become More Informative?,"Thomas Philippon, New York University and NBER; Alexi Savov, New York University; Jennie Bai, Federal Reserve Bank of New York","Robert Novy-Marx, University of Rochester and NBER",,"July 13, 11:00 am","July 13, 12:00 n",http://www.nber.org/confer/2012/SI2012/AP/Bai_Philippon_Savov.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,An Equilibrium Asset Pricing Model with Labor Market Search,"Lars-Alexander Kuehn, Carnegie Mellon University; Nicolas Petrosky-Nadeau, Carnegie Mellon University; Lu Zhang, Ohio State University and NBER",Francois Gourio Boston University and NBER,,"July 13, 12:00 n","July 13, 1:00 pm",http://www.nber.org/confer/2012/SI2012/AP/Kuehn_Petrosky-Nadeau_Zhang.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,Do Cash Flows of Growth Stocks Really Grow Faster?,"Jason Chen, University of British Columbia",Ravi Bansal Duke University and NBER,,"July 13, 2:00 pm","July 13, 3:00 pm",http://www.nber.org/confer/2012/SI2012/AP/Chen.pdf
AP,2012,"July 12- July 13, 2012",Royal Sonesta Hotel,Urban Jermann; Amir Yaron,Carry,"Ralph Koijen, University of Chicago and NBER; Tobias Moskowitz, University of Chicago and NBER; Lasse Pedersen, New York University and NBER; Evert Vrugt, VU University Amsterdam, PGO-IM","Owen Lamont, Harvard University",,"July 13, 3:30 pm","July 13, 4:30 pm",http://www.nber.org/confer//2012/SI2012/AP/Koijen_Moskowitz_Pedersen_Vrugt.pdf
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Stock Price Expectations and Stock Trading,"Michael D. Hurd, RAND Corporation and NBER; Susann Rohwedder, RAND Corporation",,,"JULY 23, 9:00 am","JULY 23, 9:50 am",
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Attitudes Toward Government as Determinants of Intertemporal Choice,"Jeffrey Brown, University of Illinois at Urbana-Champaign and NBER; Zoran Ivkovich, Michigan State University; Scott Weisbenner, University of Illinois at Urbana-Champaign and NBER",,,"JULY 23, 9:50 am","JULY 23, 10:40 am",
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Beyond Happiness and Satisfaction: Towards Well-Being Indices Based on Stated Preference,"Daniel J. Benjamin, Cornell University and NBER; Ori Heffetz, Cornell University; Miles S. Kimball, University of Michigan and NBER; Nichole Szembrot, Cornell University",,,"JULY 23, 11:00 am","JULY 23, 11:50 am",
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Wage and Earnings Profiles at Older Ages,"Maria Casanova, University of California, Los Angeles",,,"JULY 23, 1:00 pm","JULY 23, 1:50 pm",
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,"Longevity, Life-cycle Behavior and Pension Reform","Peter Haan, DIW Berlin; Victoria L. Prowse, Cornell University",,,"JULY 23, 1:50 pm","JULY 23, 2:40 pm",
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Paid Work after Retirement: Recent Trends in Denmark,"Mona Larsen, SFI Denmark; Peder Pedersen, Aarhus University",,,"JULY 23, 3:00 pm","JULY 23, 3:50 pm",
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,"Recessions, Older Workers, and Longevity: How Long Are Recessions Good For Your Health?","Courtney Coile, Wellesley College and NBER; Phillip B. Levine, Wellesley College and NBER; Robin McKnight, Wellesley College and NBER",,,"JULY 23, 3:50 pm","JULY 23, 4:40 pm",
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Cost Shifting and the Freezing of Corporate Pension Plans,"Joshua Rauh, Northwestern University and NBER; Irina Stefanescu, Indiana University; Stephen Zeldes, Columbia University and NBER",,,"JULY 24, 9:00 am","JULY 24, 9:50 am",
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Health Status and Post-Retirement Wealth Decumulation,"John Laitner, University of Michigan and NBER; Dmitry Stolyarov, University of Michigan",,,"JULY 24, 9:50 am","JULY 24, 10:40 am",http://conference.nber.org/confer/2012/SI2012/AW/Laitner_Stolyarov.pdf
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Optimal Financial Knowledge and Wealth Inequality,"Annamaria Lusardi, The George Washington University and NBER; Pierre-Carl Michaud, RAND Corporation; Olivia S. Mitchell, University of Pennsylvania and NBER",,,"JULY 24, 11:00 am","JULY 24, 11:50 am",https://conference.nber.org/conferences/2012/SI2012/AW/Lusardi_Michaud_Mitchell.pdf
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,The Employment Effects of Terminating Disability Benefits: Insights from Removing Drug and Alcohol Addictions as Disabling Conditions,"Timothy John Moore, University of Maryland",,,"JULY 24, 11:50 am","JULY 24, 12:40 pm",http://conference.nber.org/confer/2012/SI2012/AW/Moore.pdf
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,What Will My Account Really Be Worth? An Experiment on Exponential Growth Bias and Retirement Saving,"Gopi Shah Goda, Stanford University and NBER; Colleen Flaherty Manchester, University of Minnesota and NBER; Aaron Sojourner, University of Minnesota",,,"JULY 24, 1:30 pm","JULY 24, 2:20 pm",https://www.nber.org/papers/w17927.pdf
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Small Cues Change Savings Choices,"James J. Choi, Yale University and NBER; Emily Haisley, Barclays Bank PLC; Jennifer Kurkoski, Google, Inc.; Cade Massey, Yale University",,,"JULY 24, 2:20 pm","JULY 24, 3:10 pm",
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Do Consumers Know How to Value Annuities? Complexity as a Barrier to Annuitization,"Jeffrey Brown, University of Illinois at Urbana-Champaign and NBER; Arie Kapteyn, RAND Corporation; Erzo F.P. Luttmer, Dartmouth College and NBER; Olivia S. Mitchell, University of Pennsylvania and NBER",,,"JULY 24, 3:30 pm","JULY 24, 4:20 pm",http://conference.nber.org/confer/2012/SI2012/AW/Brown_Kapteyn_Luttmer_Mitchell.pdf
AG,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Were They Prepared for Retirement? Financial Status at Advanced Ages in the HRS and AHEAD Cohorts,"James M. Poterba, MIT and NBER; Steven F. Venti, Dartmouth College and NBER; David A. Wise, Harvard University and NBER",,,"JULY 24, 4:20 pm","JULY 24, 5:10 pm",https://www.nber.org/papers/w17824.pdf?new_window=1
AG; PESS; PE,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Population Aging and the Generational Economy: A Global Perspective,"Ronald Lee, University of California, Berkeley and NBER; Andrew Mason, University of Hawaii",,,"JULY 25, 9:00 am","JULY 25, 9:50 am",http://conference.nber.org/confer/2012/SI2012/AW/Lee_Mason.pdf
AG; PESS; PE,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Projecting the Effect of Changes in Smoking and Obesity on Future Life Expectancy in the United States,"Samuel H. Preston, University of Pennsylvania and NBER",,,"JULY 25, 9:50 am","JULY 25, 10:40 am",
AG; PESS; PE,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,The Costs and Consequences of Perceived Political Uncertainty in Social Security,"Andrew Samwick, Dartmouth College and NBER; Erzo F.P. Luttmer, Dartmouth College and NBER",,,"JULY 25, 11:00 am","JULY 25, 11:50 am",http://conference.nber.org/confer/2012/SI2012/AW/Luttmer_Samwick.pdf
AG; PESS; PE,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Did the Great Recession Increase DI Receipt?,"David M. Cutler, Harvard University and NBER; Ellen Meara, Dartmouth Institute for Health Policy and Clinical Practice and NBER; Seth Richards-Shubik, Carnegie Mellon University and NBER",,,"JULY 25, 11:50 am","JULY 25, 12:40 pm",
AG; PESS; PE,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Active vs. Passive Decisions and Crowd-out in Retirement Savings Accounts: Evidence from Denmark (slides),"Raj Chetty, Harvard University and NBER; John N. Friedman, Harvard University and NBER; Soren Leth-Petersen, University of Copenhagen; Torben Nielsen, University of Copenhagen",,,"JULY 25, 1:30 pm","JULY 25, 2:20 pm",
AG; PESS; PE,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,"Riester Pensions in Germany: Design, Dynamics, Targeting Success and Crowding-In","Axel H. Boersch-Supan, Munich Center for the Economics of Aging and NBER; Michela Coppola, Mannheim University; Anette Reil-Held, Munich Center for the Economics of Aging and NBER",,,"JULY 25, 2:20 pm","JULY 25, 3:10 pm",
AG; PESS; PE,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,The Effects of Increasing the Early Retirement Age on Social Security Claims and Job Exits,"Dayanand Manoli, University of California, Los Angeles and NBER; Andrea Weber, University of Mannheim",,,"JULY 25, 3:30 pm","JULY 25, 4:20 pm",
AG; PESS; PE,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Advertising and Competition in Privatized Social Security: The Case of Mexico,"Justine Hastings, Brown University and NBER; Ali Hortacsu, University of Chicago and NBER; Chad Syverson, University of Chicago and NBER",,,"JULY 25, 4:20 pm","JULY 25, 5:10 pm",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,"Learning, Misallocation, and Technology Adoption: Evidence from New Malaria Therapy in Tanzania","Achyuta Adhvaryu, Yale University",,,"JULY 26, 9:00 am","JULY 26, 10:00 am",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Measuring the Switching Cost in Health Insurance Markets: Evidence from Medicare Part D,"Chao Zhou, University of Pittsburgh; Yuting Zhang, University of Pittsburgh",,,"JULY 26, 10:00 am","JULY 26, 11:00 am",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Physician vs. Patient Incentives in Prescription Drug Choice,"Michael Dickstein, Stanford University",,,"JULY 26, 11:30 am","JULY 26, 12:30 pm",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Active Choice and Health Outcomes: Evidence from Prescription Drug Home Delivery,"John Beshears, Stanford University and NBER; James Choi, Yale University and NBER; David Laibson, Harvard University and NBER; Brigitte Madrian, Harvard University and NBER",,,"JULY 26, 1:30 pm","JULY 26, 2:30 pm",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Unintended Consequences of Products Liability: Evidence from the Pharmaceutical Market,"Eric Helland, Claremont McKenna College; Darius Lakdawalla, University of Southern California and NBER; Anup Malani, University of Chicago and NBER; Seth Seabury, RAND Corporation",,,"JULY 26, 2:30 pm","JULY 26, 3:30 pm",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,"Physician Decisions, Supplier-Induced Demand, and Healthcare Efficiency","David Cutler, Harvard University and NBER; Jonathan Skinner, Dartmouth College and NBER; Ariel Dora Stern, Harvard University; David Wennberg, Dartmouth College",,,"JULY 26, 4:00 pm","JULY 26, 5:00 pm",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Can Selective Referral Policies Improve Patient Outcomes? Evidence from the Medicare Bariatric Surgery Coverage Decision,"Lauren Nicholas and Justin Dimick, University of Michigan",,,"JULY 27, 9:00 am","JULY 27, 10:00 am",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Moral Hazard in Health Insurance: How Important is Forward Looking Behavior?,"Aviva Aron-Dine, Massachusetts Institute of Technology; Liran Einav, Stanford University and NBER; Amy Finkelstein, Massachusetts Institute of Technology and NBER; Mark R. Cullen, Stanford University and NBER",,,"JULY 27, 10:00 am","JULY 27, 11:00 am",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Dangerous Liquidity,"Jeremy Tobacman, University of Pennsylvania and NBER",,,"JULY 27, 11:30 am","JULY 27, 12:30 pm",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Agency Issues in Medicine: Evidence from Informed Patients,"Erin Johnson, Massachusetts Institute of Technology; Marit Rehavi, University of British Columbia",,,"JULY 27, 1:30 pm","JULY 27, 2:30 pm",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Age-Based Heterogeneity and Pricing Regulation on the Massachusetts Health Insurance Exchange,"Keith Ericson, Boston University; Amanda Starc, University of Pennsylvania",,,"JULY 27, 2:30 pm","JULY 27, 3:30 pm",
AG; HC,2012,"July 23 – July 27, 2012","Royal Sonesta Hotel, Parkview Room",David A. Wise,Altering Physician Behavior through Accountable Care Organizations: Evidence from the Physician Group Practice Demonstration,"Carrie Colla, Dartmouth College; Ellen Meara, Dartmouth College and NBER; Jonathan Skinner, Dartmouth College and NBER; Christopher Snyder, Dartmouth College and NBER; Elliott Fisher, Dartmouth College",,,"JULY 27, 4:00 pm","JULY 27, 5:00 pm",
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,The Growth of Modern Finance,"Robin Greenwood, Harvard University and NBER; David Scharfstein, Harvard University and NBER",,,"JULY 9, 9:00 am","JULY 9, 10:40 am",http://www.nber.org/confer/2012/SI2012/CF/Greenwood_Scharfstein.pdf
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,Has the U.S. Finance Industry Become Less Efficient? On the Theory and Measurement of Financial Intermediation,"Thomas Philippon, New York University and NBER","John Campbell, Harvard University and NBER",,"JULY 9, 9:00 am","JULY 9, 10:40 am",http://www.nber.org/confer/2012/SI2012/CF/Philippon.pdf
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,Private Equity Performance: What Do We Know?,"Robert S. Harris, University of Virginia; Tim Jenkinson, University of Oxford; Steven N. Kaplan, University of Chicago and NBER","David Robinson, Duke University and NBER",,"JULY 9, 11:10 am","JULY 9, 12:00 n",http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1932316
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,Reaching for Yield in the Corporate Bond Market,"Bo Becker, Harvard University and NBER; Victoria Ivashina, Harvard University and NBER","Marcin Kacperczyk, New York University and NBER",,"JULY 9, 1:30 pm","JULY 9, 2:20 pm",http://www.nber.org/confer/2012/SI2012/CF/Becker_Ivashina.pdf
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,The Anatomy of a Credit Crisis: The Boom and Bust in Farm Land Prices in the United States in the 1920s,"Raghuram Rajan, University of Chicago and NBER; Rodney Ramcharan, Federal Reserve Board","Nittai Bergman, Massachusetts Institute of Technology and NBER",,"JULY 9, 2:20 pm","JULY 9, 3:10 pm",Rajan_Ramcharan.pdf
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,Financing Constraints and the Amplification of Aggregate Downturns,"Daniel Carvalho, University of Southern California","Heitor Almeida, University of Illinois at Urbana-Champaign at Urbana-Champaign and NBER",,"JULY 9, 3:40 pm","JULY 9, 4:30 pm",http://www.nber.org/confer/2012/SI2012/CF/Carvalho.pdf
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,Why did U.S. Banks Invest in Highly-Rated Securitization Tranches,"Isil Erel, Ohio State University; Taylor Nadauld, Brigham Young University; Rene Stulz, Ohio State University and NBER","Sam Hanson, Harvard University",,"JULY 10, 8:30 am","JULY 10, 9:20 am",Erel_Nadauld_Stulz.pdf
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,Wall Street and the Housing Bubble,"Ing-Haw Cheng, University of Michigan; Sahil Raina, University of Michigan; Wei Xiong, Princeton University and NBER","Atif Mian, University of California at Berkeley and NBER",,"JULY 10, 9:20 am","JULY 10, 10:10 am",http://www.nber.org/confer/2012/SI2012/CF/Cheng_Raina_Xiong.pdf
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,"Transparency, Tax Pressure and Access to Finance","Andrew Ellul, Indiana University; Tullio Jappelli, University of Naples Federico II; Marco Pagano, University of Naples Federico II; Fausto Panunzi, Bocconi University","Paola Sapienza, Northwestern University and NBER",,"JULY 10, 10:30 am","JULY 10, 11:20 am",http://www.nber.org/confer/2012/SI2012/CF/Ellul_Jappelli_Pagano_Panunzi.pdf
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,Tax Evasion Across Industries: Soft Credit Evidence from Greece,"Nikolaos Artavanis, Virginia Polytechnic Institute and State University; Adair Morse, University of Chicago and NBER; Margarita Tsoutsoura, University of Chicago","Elias Papaioannou, Dartmouth College and NBER",,"JULY 10, 11:20 am","JULY 10, 12:10 pm",Artavanis_Morse_Tsoutsoura.pdf
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,Capital and Labor Reallocation Inside Firms,"Xavier Giroud, Massachusetts Institute of Technology; Holger Mueller, New York University and NBER","Owen Lamont, Harvard University",,"JULY 10, 1:10 pm","JULY 10, 2:00 pm",http://www.nber.org/confer/2012/SI2012/CF/Giroud_Mueller.pdf
